cultivar,exp,dai,isolate,species,genotype,spike,spikelets,above,central,below,total,sev
BRS 194,1,4,10tr177,F. austroamericanum,3-ADON,1,16,0,1,0,1,6.25
BRS 194,1,4,10tr177,F. austroamericanum,3-ADON,2,17,0,1,0,1,5.88
BRS 194,1,4,10tr177,F. austroamericanum,3-ADON,3,15,0,1,0,1,6.67
BRS 194,1,4,10tr177,F. austroamericanum,3-ADON,4,14,0,1,0,1,7.14
BRS 194,1,4,10tr177,F. austroamericanum,3-ADON,5,17,0,1,0,1,5.88
BRS 194,1,7,10tr177,F. austroamericanum,3-ADON,1,16,0,1,0,1,6.25
BRS 194,1,7,10tr177,F. austroamericanum,3-ADON,2,17,0,1,0,1,5.88
BRS 194,1,7,10tr177,F. austroamericanum,3-ADON,3,15,0,1,0,1,6.67
BRS 194,1,7,10tr177,F. austroamericanum,3-ADON,4,14,0,1,0,1,7.14
BRS 194,1,7,10tr177,F. austroamericanum,3-ADON,5,17,0,1,1,2,11.76
BRS 194,1,11,10tr177,F. austroamericanum,3-ADON,1,16,0,1,1,2,12.5
BRS 194,1,11,10tr177,F. austroamericanum,3-ADON,2,17,1,1,2,4,23.53
BRS 194,1,11,10tr177,F. austroamericanum,3-ADON,3,15,0,1,1,2,13.33
BRS 194,1,11,10tr177,F. austroamericanum,3-ADON,4,14,0,1,0,1,7.14
BRS 194,1,11,10tr177,F. austroamericanum,3-ADON,5,17,0,1,1,2,11.76
BRS 194,1,15,10tr177,F. austroamericanum,3-ADON,1,16,1,1,2,4,25
BRS 194,1,15,10tr177,F. austroamericanum,3-ADON,2,17,2,1,2,5,29.41
BRS 194,1,15,10tr177,F. austroamericanum,3-ADON,3,15,1,1,2,4,26.67
BRS 194,1,15,10tr177,F. austroamericanum,3-ADON,4,14,1,1,0,2,14.29
BRS 194,1,15,10tr177,F. austroamericanum,3-ADON,5,17,1,1,1,3,17.65
BRS 194,1,19,10tr177,F. austroamericanum,3-ADON,1,16,2,1,2,5,31.25
BRS 194,1,19,10tr177,F. austroamericanum,3-ADON,2,17,3,1,2,6,35.29
BRS 194,1,19,10tr177,F. austroamericanum,3-ADON,3,15,1,1,2,4,26.67
BRS 194,1,19,10tr177,F. austroamericanum,3-ADON,4,14,1,1,1,3,21.43
BRS 194,1,19,10tr177,F. austroamericanum,3-ADON,5,17,1,1,1,3,17.65
BRS 194,2,4,10tr177,F. austroamericanum,3-ADON,1,21,1,1,1,3,14.29
BRS 194,2,4,10tr177,F. austroamericanum,3-ADON,3,19,2,1,1,4,21.05
BRS 194,2,4,10tr177,F. austroamericanum,3-ADON,4,16,2,1,0,3,18.75
BRS 194,2,7,10tr177,F. austroamericanum,3-ADON,1,21,4,1,2,7,33.33
BRS 194,2,7,10tr177,F. austroamericanum,3-ADON,3,19,3,1,1,5,26.32
BRS 194,2,7,10tr177,F. austroamericanum,3-ADON,4,16,3,1,1,5,31.25
BRS 194,2,11,10tr177,F. austroamericanum,3-ADON,1,21,4,1,2,7,33.33
BRS 194,2,11,10tr177,F. austroamericanum,3-ADON,3,19,3,1,1,5,26.32
BRS 194,2,11,10tr177,F. austroamericanum,3-ADON,4,16,3,1,1,5,31.25
BRS 194,2,20,10tr177,F. austroamericanum,3-ADON,1,21,4,1,2,7,33.33
BRS 194,2,20,10tr177,F. austroamericanum,3-ADON,3,19,3,1,1,5,26.32
BRS 194,2,20,10tr177,F. austroamericanum,3-ADON,4,16,3,1,1,5,31.25
BRS Guamirim,1,4,10tr177,F. austroamericanum,3-ADON,1,18,0,0,0,0,0
BRS Guamirim,1,4,10tr177,F. austroamericanum,3-ADON,2,18,2,1,0,3,16.667
BRS Guamirim,1,4,10tr177,F. austroamericanum,3-ADON,3,18,0,1,0,1,5.556
BRS Guamirim,1,4,10tr177,F. austroamericanum,3-ADON,4,16,0,1,0,1,6.25
BRS Guamirim,1,4,10tr177,F. austroamericanum,3-ADON,5,17,0,1,0,1,5.882
BRS Guamirim,1,4,10tr177,F. austroamericanum,3-ADON,6,20,0,1,0,1,5
BRS Guamirim,1,7,10tr177,F. austroamericanum,3-ADON,1,18,0,1,0,1,5.556
BRS Guamirim,1,7,10tr177,F. austroamericanum,3-ADON,2,18,2,1,0,3,16.667
BRS Guamirim,1,7,10tr177,F. austroamericanum,3-ADON,3,18,1,1,1,3,16.667
BRS Guamirim,1,7,10tr177,F. austroamericanum,3-ADON,4,16,0,1,0,1,6.25
BRS Guamirim,1,7,10tr177,F. austroamericanum,3-ADON,5,17,0,1,0,1,5.882
BRS Guamirim,1,7,10tr177,F. austroamericanum,3-ADON,6,20,0,1,0,1,5
BRS Guamirim,1,11,10tr177,F. austroamericanum,3-ADON,1,18,0,1,0,1,5.556
BRS Guamirim,1,11,10tr177,F. austroamericanum,3-ADON,2,18,2,1,0,3,16.667
BRS Guamirim,1,11,10tr177,F. austroamericanum,3-ADON,3,18,1,1,0,2,11.111
BRS Guamirim,1,11,10tr177,F. austroamericanum,3-ADON,4,16,0,1,0,1,6.25
BRS Guamirim,1,11,10tr177,F. austroamericanum,3-ADON,5,17,0,1,1,2,11.765
BRS Guamirim,1,11,10tr177,F. austroamericanum,3-ADON,6,20,0,1,0,1,5
BRS Guamirim,1,17,10tr177,F. austroamericanum,3-ADON,1,18,0,1,0,1,5.556
BRS Guamirim,1,17,10tr177,F. austroamericanum,3-ADON,2,18,2,1,0,3,16.667
BRS Guamirim,1,17,10tr177,F. austroamericanum,3-ADON,3,18,1,1,0,2,11.111
BRS Guamirim,1,17,10tr177,F. austroamericanum,3-ADON,4,16,0,1,1,2,12.5
BRS Guamirim,1,17,10tr177,F. austroamericanum,3-ADON,5,17,0,1,1,2,11.765
BRS Guamirim,1,17,10tr177,F. austroamericanum,3-ADON,6,20,2,1,0,3,15
BRS Guamirim,1,24,10tr177,F. austroamericanum,3-ADON,1,18,1,1,5,7,38.889
BRS Guamirim,1,24,10tr177,F. austroamericanum,3-ADON,2,18,2,1,2,5,27.778
BRS Guamirim,1,24,10tr177,F. austroamericanum,3-ADON,3,18,1,1,2,4,22.222
BRS Guamirim,1,24,10tr177,F. austroamericanum,3-ADON,4,16,1,1,3,5,31.25
BRS Guamirim,1,24,10tr177,F. austroamericanum,3-ADON,5,17,0,1,3,4,23.529
BRS Guamirim,1,24,10tr177,F. austroamericanum,3-ADON,6,20,4,1,3,8,40
BRS Guamirim,2,4,10tr177,F. austroamericanum,3-ADON,1,21,0,1,0,1,4.76
BRS Guamirim,2,4,10tr177,F. austroamericanum,3-ADON,2,18,0,1,0,1,5.56
BRS Guamirim,2,4,10tr177,F. austroamericanum,3-ADON,3,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr177,F. austroamericanum,3-ADON,4,20,0,1,0,1,5
BRS Guamirim,2,4,10tr177,F. austroamericanum,3-ADON,5,18,1,1,0,2,11.11
BRS Guamirim,2,7,10tr177,F. austroamericanum,3-ADON,1,21,0,1,0,1,4.76
BRS Guamirim,2,7,10tr177,F. austroamericanum,3-ADON,2,18,0,1,0,1,5.56
BRS Guamirim,2,7,10tr177,F. austroamericanum,3-ADON,3,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr177,F. austroamericanum,3-ADON,4,20,0,1,0,1,5
BRS Guamirim,2,7,10tr177,F. austroamericanum,3-ADON,5,18,1,1,0,2,11.11
BRS Guamirim,2,11,10tr177,F. austroamericanum,3-ADON,1,21,0,1,0,1,4.76
BRS Guamirim,2,11,10tr177,F. austroamericanum,3-ADON,2,18,1,1,0,2,11.11
BRS Guamirim,2,11,10tr177,F. austroamericanum,3-ADON,3,17,0,1,0,1,5.88
BRS Guamirim,2,11,10tr177,F. austroamericanum,3-ADON,4,20,0,1,0,1,5
BRS Guamirim,2,11,10tr177,F. austroamericanum,3-ADON,5,18,2,1,0,3,16.67
BRS Guamirim,2,17,10tr177,F. austroamericanum,3-ADON,1,21,0,1,0,1,4.76
BRS Guamirim,2,17,10tr177,F. austroamericanum,3-ADON,2,18,3,1,0,4,22.22
BRS Guamirim,2,17,10tr177,F. austroamericanum,3-ADON,3,17,2,1,0,3,17.65
BRS Guamirim,2,17,10tr177,F. austroamericanum,3-ADON,4,20,0,1,2,3,15
BRS Guamirim,2,17,10tr177,F. austroamericanum,3-ADON,5,18,3,1,0,4,22.22
BRS Guamirim,2,24,10tr177,F. austroamericanum,3-ADON,1,21,2,1,1,4,19.05
BRS Guamirim,2,24,10tr177,F. austroamericanum,3-ADON,2,18,4,1,3,8,44.44
BRS Guamirim,2,24,10tr177,F. austroamericanum,3-ADON,3,17,2,1,2,5,29.41
BRS Guamirim,2,24,10tr177,F. austroamericanum,3-ADON,4,20,1,1,4,6,30
BRS Guamirim,2,24,10tr177,F. austroamericanum,3-ADON,5,18,3,1,1,5,27.78
BRS 194,1,4,10tr016,F. cortaderiae,3-ADON,1,16,0,1,0,1,6.25
BRS 194,1,4,10tr016,F. cortaderiae,3-ADON,2,17,1,1,0,2,11.76
BRS 194,1,4,10tr016,F. cortaderiae,3-ADON,3,20,0,1,0,1,5
BRS 194,1,4,10tr016,F. cortaderiae,3-ADON,4,17,0,1,0,1,5.88
BRS 194,1,4,10tr016,F. cortaderiae,3-ADON,5,19,0,1,0,1,5.26
BRS 194,1,7,10tr016,F. cortaderiae,3-ADON,1,16,0,1,0,1,6.25
BRS 194,1,7,10tr016,F. cortaderiae,3-ADON,2,17,1,1,0,2,11.76
BRS 194,1,7,10tr016,F. cortaderiae,3-ADON,3,20,1,1,0,2,10
BRS 194,1,7,10tr016,F. cortaderiae,3-ADON,4,17,0,1,0,1,5.88
BRS 194,1,7,10tr016,F. cortaderiae,3-ADON,5,19,0,1,0,1,5.26
BRS 194,1,11,10tr016,F. cortaderiae,3-ADON,1,16,0,1,0,1,6.25
BRS 194,1,11,10tr016,F. cortaderiae,3-ADON,2,17,1,1,0,2,11.76
BRS 194,1,11,10tr016,F. cortaderiae,3-ADON,3,20,1,1,0,2,10
BRS 194,1,11,10tr016,F. cortaderiae,3-ADON,4,17,0,1,0,1,5.88
BRS 194,1,11,10tr016,F. cortaderiae,3-ADON,5,19,0,1,0,1,5.26
BRS 194,1,15,10tr016,F. cortaderiae,3-ADON,1,16,0,1,0,1,6.25
BRS 194,1,15,10tr016,F. cortaderiae,3-ADON,2,17,2,1,1,4,23.53
BRS 194,1,15,10tr016,F. cortaderiae,3-ADON,3,20,1,1,0,2,10
BRS 194,1,15,10tr016,F. cortaderiae,3-ADON,4,17,1,1,0,2,11.76
BRS 194,1,15,10tr016,F. cortaderiae,3-ADON,5,19,1,1,0,2,10.53
BRS 194,1,19,10tr016,F. cortaderiae,3-ADON,1,16,0,1,0,1,6.25
BRS 194,1,19,10tr016,F. cortaderiae,3-ADON,2,17,2,1,1,4,23.53
BRS 194,1,19,10tr016,F. cortaderiae,3-ADON,3,20,1,1,0,2,10
BRS 194,1,19,10tr016,F. cortaderiae,3-ADON,4,17,1,1,1,3,17.65
BRS 194,1,19,10tr016,F. cortaderiae,3-ADON,5,19,1,1,1,3,15.79
BRS 194,2,4,10tr016,F. cortaderiae,3-ADON,1,22,1,1,0,2,9.09
BRS 194,2,4,10tr016,F. cortaderiae,3-ADON,2,19,0,1,0,1,5.26
BRS 194,2,4,10tr016,F. cortaderiae,3-ADON,3,20,1,1,0,2,10
BRS 194,2,7,10tr016,F. cortaderiae,3-ADON,1,22,1,1,1,3,13.64
BRS 194,2,7,10tr016,F. cortaderiae,3-ADON,2,19,1,1,1,3,15.79
BRS 194,2,7,10tr016,F. cortaderiae,3-ADON,3,20,2,1,1,4,20
BRS 194,2,11,10tr016,F. cortaderiae,3-ADON,1,22,4,1,1,6,27.27
BRS 194,2,11,10tr016,F. cortaderiae,3-ADON,2,19,1,1,1,3,15.79
BRS 194,2,11,10tr016,F. cortaderiae,3-ADON,3,20,2,1,2,5,25
BRS 194,2,20,10tr016,F. cortaderiae,3-ADON,1,22,4,1,1,6,27.27
BRS 194,2,20,10tr016,F. cortaderiae,3-ADON,2,19,4,1,1,6,31.58
BRS 194,2,20,10tr016,F. cortaderiae,3-ADON,3,20,2,1,2,5,25
BRS Guamirim,2,4,10tr016,F. cortaderiae,3-ADON,1,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr016,F. cortaderiae,3-ADON,2,19,0,1,0,1,5.26
BRS Guamirim,2,4,10tr016,F. cortaderiae,3-ADON,3,15,0,1,0,1,6.67
BRS Guamirim,2,4,10tr016,F. cortaderiae,3-ADON,4,16,0,1,0,1,6.25
BRS Guamirim,2,4,10tr016,F. cortaderiae,3-ADON,5,15,0,1,0,1,6.67
BRS Guamirim,2,4,10tr016,F. cortaderiae,3-ADON,6,16,0,1,0,1,6.25
BRS Guamirim,2,7,10tr016,F. cortaderiae,3-ADON,1,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr016,F. cortaderiae,3-ADON,2,19,0,1,0,1,5.26
BRS Guamirim,2,7,10tr016,F. cortaderiae,3-ADON,3,15,0,1,0,1,6.67
BRS Guamirim,2,7,10tr016,F. cortaderiae,3-ADON,4,16,0,1,0,1,6.25
BRS Guamirim,2,7,10tr016,F. cortaderiae,3-ADON,5,15,0,1,0,1,6.67
BRS Guamirim,2,7,10tr016,F. cortaderiae,3-ADON,6,16,0,1,0,1,6.25
BRS Guamirim,2,11,10tr016,F. cortaderiae,3-ADON,1,17,0,1,0,1,5.88
BRS Guamirim,2,11,10tr016,F. cortaderiae,3-ADON,2,19,0,1,0,1,5.26
BRS Guamirim,2,11,10tr016,F. cortaderiae,3-ADON,3,15,0,1,0,1,6.67
BRS Guamirim,2,11,10tr016,F. cortaderiae,3-ADON,4,16,0,1,0,1,6.25
BRS Guamirim,2,11,10tr016,F. cortaderiae,3-ADON,5,15,0,1,0,1,6.67
BRS Guamirim,2,11,10tr016,F. cortaderiae,3-ADON,6,16,0,1,0,1,6.25
BRS Guamirim,2,17,10tr016,F. cortaderiae,3-ADON,1,17,0,1,2,3,17.65
BRS Guamirim,2,17,10tr016,F. cortaderiae,3-ADON,2,19,0,1,3,4,21.05
BRS Guamirim,2,17,10tr016,F. cortaderiae,3-ADON,3,15,0,1,1,2,13.33
BRS Guamirim,2,17,10tr016,F. cortaderiae,3-ADON,4,16,0,1,2,3,18.75
BRS Guamirim,2,17,10tr016,F. cortaderiae,3-ADON,5,15,2,1,1,4,26.67
BRS Guamirim,2,17,10tr016,F. cortaderiae,3-ADON,6,16,2,1,2,5,31.25
BRS Guamirim,2,24,10tr016,F. cortaderiae,3-ADON,1,17,1,1,4,6,35.29
BRS Guamirim,2,24,10tr016,F. cortaderiae,3-ADON,2,19,7,1,4,12,63.16
BRS Guamirim,2,24,10tr016,F. cortaderiae,3-ADON,3,15,2,1,3,6,40
BRS Guamirim,2,24,10tr016,F. cortaderiae,3-ADON,4,16,2,1,3,6,37.5
BRS Guamirim,2,24,10tr016,F. cortaderiae,3-ADON,5,15,2,1,2,5,33.33
BRS Guamirim,2,24,10tr016,F. cortaderiae,3-ADON,6,16,3,1,3,7,43.75
BRS 194,1,4,10tr178,F. cortaderiae,3-ADON,1,21,0,1,0,1,4.76
BRS 194,1,4,10tr178,F. cortaderiae,3-ADON,2,21,0,1,0,1,4.76
BRS 194,1,4,10tr178,F. cortaderiae,3-ADON,3,19,0,1,0,1,5.26
BRS 194,1,4,10tr178,F. cortaderiae,3-ADON,4,17,0,1,0,1,5.88
BRS 194,1,4,10tr178,F. cortaderiae,3-ADON,5,18,0,1,0,1,5.56
BRS 194,1,4,10tr178,F. cortaderiae,3-ADON,6,12,0,1,0,1,8.33
BRS 194,1,7,10tr178,F. cortaderiae,3-ADON,1,21,0,1,0,1,4.76
BRS 194,1,7,10tr178,F. cortaderiae,3-ADON,2,21,0,1,0,1,4.76
BRS 194,1,7,10tr178,F. cortaderiae,3-ADON,3,19,0,1,1,2,10.53
BRS 194,1,7,10tr178,F. cortaderiae,3-ADON,4,17,1,1,0,2,11.76
BRS 194,1,7,10tr178,F. cortaderiae,3-ADON,5,18,2,1,0,3,16.67
BRS 194,1,7,10tr178,F. cortaderiae,3-ADON,6,12,0,1,0,1,8.33
BRS 194,1,11,10tr178,F. cortaderiae,3-ADON,1,21,0,1,1,2,9.52
BRS 194,1,11,10tr178,F. cortaderiae,3-ADON,2,21,2,1,0,3,14.29
BRS 194,1,11,10tr178,F. cortaderiae,3-ADON,3,19,0,1,3,4,21.05
BRS 194,1,11,10tr178,F. cortaderiae,3-ADON,4,17,1,1,1,3,17.65
BRS 194,1,11,10tr178,F. cortaderiae,3-ADON,5,18,2,1,0,3,16.67
BRS 194,1,11,10tr178,F. cortaderiae,3-ADON,6,12,0,1,0,1,8.33
BRS 194,1,15,10tr178,F. cortaderiae,3-ADON,1,21,0,1,1,2,9.52
BRS 194,1,15,10tr178,F. cortaderiae,3-ADON,2,21,2,1,2,5,23.81
BRS 194,1,15,10tr178,F. cortaderiae,3-ADON,3,19,1,1,4,6,31.58
BRS 194,1,15,10tr178,F. cortaderiae,3-ADON,4,17,1,1,2,4,23.53
BRS 194,1,15,10tr178,F. cortaderiae,3-ADON,5,18,2,1,1,4,22.22
BRS 194,1,15,10tr178,F. cortaderiae,3-ADON,6,12,0,1,0,1,8.33
BRS 194,1,19,10tr178,F. cortaderiae,3-ADON,1,21,2,1,2,5,23.81
BRS 194,1,19,10tr178,F. cortaderiae,3-ADON,2,21,3,1,2,6,28.57
BRS 194,1,19,10tr178,F. cortaderiae,3-ADON,3,19,2,1,4,7,36.84
BRS 194,1,19,10tr178,F. cortaderiae,3-ADON,4,17,1,1,2,4,23.53
BRS 194,1,19,10tr178,F. cortaderiae,3-ADON,5,18,2,1,2,5,27.78
BRS 194,1,19,10tr178,F. cortaderiae,3-ADON,6,12,0,1,0,1,8.33
BRS 194,2,4,10tr178,F. cortaderiae,3-ADON,1,19,4,1,0,5,26.32
BRS 194,2,4,10tr178,F. cortaderiae,3-ADON,2,20,0,0,0,0,0
BRS 194,2,4,10tr178,F. cortaderiae,3-ADON,3,19,2,1,0,3,15.79
BRS 194,2,7,10tr178,F. cortaderiae,3-ADON,1,19,4,1,1,6,31.58
BRS 194,2,7,10tr178,F. cortaderiae,3-ADON,2,20,3,1,1,5,25
BRS 194,2,7,10tr178,F. cortaderiae,3-ADON,3,19,2,1,1,4,21.05
BRS 194,2,11,10tr178,F. cortaderiae,3-ADON,1,19,4,1,2,7,36.84
BRS 194,2,11,10tr178,F. cortaderiae,3-ADON,2,20,3,1,2,6,30
BRS 194,2,11,10tr178,F. cortaderiae,3-ADON,3,19,2,1,1,4,21.05
BRS 194,2,20,10tr178,F. cortaderiae,3-ADON,1,19,4,1,2,7,36.84
BRS 194,2,20,10tr178,F. cortaderiae,3-ADON,2,20,3,1,2,6,30
BRS 194,2,20,10tr178,F. cortaderiae,3-ADON,3,19,2,1,1,4,21.05
BRS Guamirim,2,4,10tr178,F. cortaderiae,3-ADON,1,19,0,1,0,1,5.26
BRS Guamirim,2,4,10tr178,F. cortaderiae,3-ADON,2,20,0,1,0,1,5
BRS Guamirim,2,4,10tr178,F. cortaderiae,3-ADON,3,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr178,F. cortaderiae,3-ADON,4,22,0,1,0,1,4.55
BRS Guamirim,2,4,10tr178,F. cortaderiae,3-ADON,5,17,0,1,0,1,5.88
BRS Guamirim,2,4,10tr178,F. cortaderiae,3-ADON,6,18,0,1,0,1,5.56
BRS Guamirim,2,7,10tr178,F. cortaderiae,3-ADON,1,19,0,1,0,1,5.26
BRS Guamirim,2,7,10tr178,F. cortaderiae,3-ADON,2,20,0,1,0,1,5
BRS Guamirim,2,7,10tr178,F. cortaderiae,3-ADON,3,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr178,F. cortaderiae,3-ADON,4,22,0,1,0,1,4.55
BRS Guamirim,2,7,10tr178,F. cortaderiae,3-ADON,5,17,0,1,0,1,5.88
BRS Guamirim,2,7,10tr178,F. cortaderiae,3-ADON,6,18,0,1,0,1,5.56
BRS Guamirim,2,11,10tr178,F. cortaderiae,3-ADON,1,19,0,1,0,1,5.26
BRS Guamirim,2,11,10tr178,F. cortaderiae,3-ADON,2,20,0,1,0,1,5
BRS Guamirim,2,11,10tr178,F. cortaderiae,3-ADON,3,17,0,1,1,2,11.76
BRS Guamirim,2,11,10tr178,F. cortaderiae,3-ADON,4,22,0,1,0,1,4.55
BRS Guamirim,2,11,10tr178,F. cortaderiae,3-ADON,5,17,0,1,0,1,5.88
BRS Guamirim,2,11,10tr178,F. cortaderiae,3-ADON,6,18,0,1,0,1,5.56
BRS Guamirim,2,17,10tr178,F. cortaderiae,3-ADON,1,19,0,1,0,1,5.26
BRS Guamirim,2,17,10tr178,F. cortaderiae,3-ADON,2,20,0,1,1,2,10
BRS Guamirim,2,17,10tr178,F. cortaderiae,3-ADON,3,17,0,1,2,3,17.65
BRS Guamirim,2,17,10tr178,F. cortaderiae,3-ADON,4,22,1,1,2,4,18.18
BRS Guamirim,2,17,10tr178,F. cortaderiae,3-ADON,5,17,2,1,1,4,23.53
BRS Guamirim,2,17,10tr178,F. cortaderiae,3-ADON,6,18,0,1,0,1,5.56
BRS Guamirim,2,24,10tr178,F. cortaderiae,3-ADON,1,19,2,1,3,6,31.58
BRS Guamirim,2,24,10tr178,F. cortaderiae,3-ADON,2,20,0,1,2,3,15
BRS Guamirim,2,24,10tr178,F. cortaderiae,3-ADON,3,17,2,1,3,6,35.29
BRS Guamirim,2,24,10tr178,F. cortaderiae,3-ADON,4,22,1,1,2,4,18.18
BRS Guamirim,2,24,10tr178,F. cortaderiae,3-ADON,5,17,2,1,3,6,35.29
BRS Guamirim,2,24,10tr178,F. cortaderiae,3-ADON,6,18,3,1,2,6,33.33
BRS 194,1,4,10tr193,F. cortaderiae,3-ADON,1,21,0,1,0,1,4.76
BRS 194,1,4,10tr193,F. cortaderiae,3-ADON,2,20,0,0,0,0,0
BRS 194,1,4,10tr193,F. cortaderiae,3-ADON,3,18,0,0,0,0,0
BRS 194,1,4,10tr193,F. cortaderiae,3-ADON,4,16,0,1,0,1,6.25
BRS 194,1,7,10tr193,F. cortaderiae,3-ADON,1,21,0,1,0,1,4.76
BRS 194,1,7,10tr193,F. cortaderiae,3-ADON,2,20,0,1,0,1,5
BRS 194,1,7,10tr193,F. cortaderiae,3-ADON,3,18,0,1,0,1,5.56
BRS 194,1,7,10tr193,F. cortaderiae,3-ADON,4,16,0,1,0,1,6.25
BRS 194,1,11,10tr193,F. cortaderiae,3-ADON,1,21,0,1,1,2,9.52
BRS 194,1,11,10tr193,F. cortaderiae,3-ADON,2,20,0,1,0,1,5
BRS 194,1,11,10tr193,F. cortaderiae,3-ADON,3,18,0,1,0,1,5.56
BRS 194,1,11,10tr193,F. cortaderiae,3-ADON,4,16,0,1,1,2,12.5
BRS 194,1,15,10tr193,F. cortaderiae,3-ADON,1,21,0,1,1,2,9.52
BRS 194,1,15,10tr193,F. cortaderiae,3-ADON,2,20,1,1,1,3,15
BRS 194,1,15,10tr193,F. cortaderiae,3-ADON,3,18,0,1,2,3,16.67
BRS 194,1,15,10tr193,F. cortaderiae,3-ADON,4,16,0,1,1,2,12.5
BRS 194,1,19,10tr193,F. cortaderiae,3-ADON,1,21,0,1,1,2,9.52
BRS 194,1,19,10tr193,F. cortaderiae,3-ADON,2,20,1,1,1,3,15
BRS 194,1,19,10tr193,F. cortaderiae,3-ADON,3,18,1,1,2,4,22.22
BRS 194,1,19,10tr193,F. cortaderiae,3-ADON,4,16,0,1,1,2,12.5
BRS 194,2,4,10tr193,F. cortaderiae,3-ADON,1,21,1,1,2,4,19.05
BRS 194,2,4,10tr193,F. cortaderiae,3-ADON,2,20,2,1,1,4,20
BRS 194,2,7,10tr193,F. cortaderiae,3-ADON,1,21,3,1,2,6,28.57
BRS 194,2,7,10tr193,F. cortaderiae,3-ADON,2,20,4,1,2,7,35
BRS 194,2,11,10tr193,F. cortaderiae,3-ADON,1,21,4,1,2,7,33.33
BRS 194,2,11,10tr193,F. cortaderiae,3-ADON,2,20,4,1,2,7,35
BRS 194,2,20,10tr193,F. cortaderiae,3-ADON,1,21,4,1,3,8,38.1
BRS 194,2,20,10tr193,F. cortaderiae,3-ADON,2,20,4,1,2,7,35
BRS Guamirim,1,4,10tr193,F. cortaderiae,3-ADON,1,18,0,1,0,1,5.556
BRS Guamirim,1,4,10tr193,F. cortaderiae,3-ADON,2,16,0,1,0,1,6.25
BRS Guamirim,1,4,10tr193,F. cortaderiae,3-ADON,3,16,0,1,1,2,12.5
BRS Guamirim,1,4,10tr193,F. cortaderiae,3-ADON,4,17,0,1,0,1,5.882
BRS Guamirim,1,4,10tr193,F. cortaderiae,3-ADON,5,17,0,1,2,3,17.647
BRS Guamirim,1,4,10tr193,F. cortaderiae,3-ADON,6,13,1,1,0,2,15.385
BRS Guamirim,1,4,10tr193,F. cortaderiae,3-ADON,7,18,0,1,1,2,11.111
BRS Guamirim,1,7,10tr193,F. cortaderiae,3-ADON,1,18,0,1,0,1,5.556
BRS Guamirim,1,7,10tr193,F. cortaderiae,3-ADON,2,16,0,1,0,1,6.25
BRS Guamirim,1,7,10tr193,F. cortaderiae,3-ADON,3,16,0,1,1,2,12.5
BRS Guamirim,1,7,10tr193,F. cortaderiae,3-ADON,4,17,1,1,1,3,17.647
BRS Guamirim,1,7,10tr193,F. cortaderiae,3-ADON,5,17,0,1,2,3,17.647
BRS Guamirim,1,7,10tr193,F. cortaderiae,3-ADON,6,13,2,1,0,3,23.077
BRS Guamirim,1,7,10tr193,F. cortaderiae,3-ADON,7,18,1,1,1,3,16.667
BRS Guamirim,1,11,10tr193,F. cortaderiae,3-ADON,1,18,0,1,0,1,5.556
BRS Guamirim,1,11,10tr193,F. cortaderiae,3-ADON,2,16,0,1,1,2,12.5
BRS Guamirim,1,11,10tr193,F. cortaderiae,3-ADON,3,16,0,1,1,2,12.5
BRS Guamirim,1,11,10tr193,F. cortaderiae,3-ADON,4,17,1,1,1,3,17.647
BRS Guamirim,1,11,10tr193,F. cortaderiae,3-ADON,5,17,0,1,2,3,17.647
BRS Guamirim,1,11,10tr193,F. cortaderiae,3-ADON,6,13,2,1,1,4,30.769
BRS Guamirim,1,11,10tr193,F. cortaderiae,3-ADON,7,18,1,1,1,3,16.667
BRS Guamirim,1,17,10tr193,F. cortaderiae,3-ADON,1,18,0,1,0,1,5.556
BRS Guamirim,1,17,10tr193,F. cortaderiae,3-ADON,2,16,1,1,2,4,25
BRS Guamirim,1,17,10tr193,F. cortaderiae,3-ADON,3,16,2,1,1,4,25
BRS Guamirim,1,17,10tr193,F. cortaderiae,3-ADON,4,17,2,1,1,4,23.529
BRS Guamirim,1,17,10tr193,F. cortaderiae,3-ADON,5,17,0,1,2,3,17.647
BRS Guamirim,1,17,10tr193,F. cortaderiae,3-ADON,6,13,2,1,2,5,38.462
BRS Guamirim,1,17,10tr193,F. cortaderiae,3-ADON,7,18,1,1,1,3,16.667
BRS Guamirim,1,24,10tr193,F. cortaderiae,3-ADON,1,18,0,1,2,3,16.667
BRS Guamirim,1,24,10tr193,F. cortaderiae,3-ADON,2,16,1,1,4,6,37.5
BRS Guamirim,1,24,10tr193,F. cortaderiae,3-ADON,3,16,2,1,4,7,43.75
BRS Guamirim,1,24,10tr193,F. cortaderiae,3-ADON,4,17,3,1,2,6,35.294
BRS Guamirim,1,24,10tr193,F. cortaderiae,3-ADON,5,17,0,1,3,4,23.529
BRS Guamirim,1,24,10tr193,F. cortaderiae,3-ADON,6,13,2,1,3,6,46.154
BRS Guamirim,1,24,10tr193,F. cortaderiae,3-ADON,7,18,1,1,4,6,33.333
BRS Guamirim,2,4,10tr193,F. cortaderiae,3-ADON,1,18,0,1,1,2,11.11
